"square_id","activity_date","activity_hour","total_activity"
"1",2013-12-13,"23",4.9256978012301
"1",2013-12-14,"00",1.91225529950173
"1",2013-12-14,"01",2.24496631322757
"1",2013-12-14,"02",0.951120603366818
"1",2013-12-14,"03",0.384703586251006
"1",2013-12-14,"04",0.498643106583649
"1",2013-12-14,"05",1.30494910452964
"1",2013-12-14,"06",2.73628557869722
"1",2013-12-14,"07",10.2268414792523
"1",2013-12-14,"08",18.7575206604022
"1",2013-12-14,"09",20.0957528256707
"1",2013-12-14,"10",21.1581190937687
"1",2013-12-14,"11",21.7709957563486
"1",2013-12-14,"12",15.3162927695387
"1",2013-12-14,"13",15.575828140303
"1",2013-12-14,"14",17.6273289199991
"1",2013-12-14,"15",17.5479024263988
"1",2013-12-14,"16",18.0094888128354
"1",2013-12-14,"17",17.920462616287
"1",2013-12-14,"18",17.2747385405425
"1",2013-12-14,"19",13.0741058102849
"1",2013-12-14,"20",12.6383279566649
"1",2013-12-14,"21",11.0045762963968
"1",2013-12-14,"22",8.0908580709633
"2",2013-12-13,"23",5.02853959319363
"2",2013-12-14,"00",1.92607730039724
"2",2013-12-14,"01",2.25041854710723
"2",2013-12-14,"02",0.961767347358565
"2",2013-12-14,"03",0.386114811541567
"2",2013-12-14,"04",0.497104270495532
"2",2013-12-14,"05",1.31873857718264
"2",2013-12-14,"06",2.75148877881326
"2",2013-12-14,"07",10.3684894645338
"2",2013-12-14,"08",19.0473548077103
"2",2013-12-14,"09",20.4088071337881
"2",2013-12-14,"10",21.4867269061522
"2",2013-12-14,"11",22.1173689934892
"2",2013-12-14,"12",15.5147025380053
"2",2013-12-14,"13",15.8135220170353
"2",2013-12-14,"14",17.9170679847521
"2",2013-12-14,"15",17.840493967803
"2",2013-12-14,"16",18.3744231655884
"2",2013-12-14,"17",18.215105939142
"2",2013-12-14,"18",17.5930799391545
"2",2013-12-14,"19",13.261130693872
"2",2013-12-14,"20",12.8367677512015
"2",2013-12-14,"21",11.1622882291347
"2",2013-12-14,"22",8.2377631206694
"3",2013-12-13,"23",5.13801061234591
"3",2013-12-14,"00",1.94079027355597
"3",2013-12-14,"01",2.25622223438328
"3",2013-12-14,"02",0.973100385155525
"3",2013-12-14,"03",0.387617005035686
"3",2013-12-14,"04",0.495466240355661
"3",2013-12-14,"05",1.33341692531403
"3",2013-12-14,"06",2.76767198390239
"3",2013-12-14,"07",10.5192681413108
"3",2013-12-14,"08",19.3558717917609
"3",2013-12-14,"09",20.742041060437
"3",2013-12-14,"10",21.8365169228002
"3",2013-12-14,"11",22.4860696019958
"3",2013-12-14,"12",15.7259018875023
"3",2013-12-14,"13",16.0665377457127
"3",2013-12-14,"14",18.2254837571843
"3",2013-12-14,"15",18.1519460887872
"3",2013-12-14,"16",18.7628813473919
"3",2013-12-14,"17",18.5287421003127
"3",2013-12-14,"18",17.9319417644791
"3",2013-12-14,"19",13.4602112837976
"3",2013-12-14,"20",13.0479990622623
"3",2013-12-14,"21",11.3301663424937
"3",2013-12-14,"22",8.39413773455833
"4",2013-12-13,"23",4.62781469716409
"4",2013-12-14,"00",1.87221962477703
"4",2013-12-14,"01",2.22917381952281
"4",2013-12-14,"02",0.920282117495412
"4",2013-12-14,"03",0.380615946760653
"4",2013-12-14,"04",0.50310037304921
"4",2013-12-14,"05",1.26500764844566
"4",2013-12-14,"06",2.69224923553521
"4",2013-12-14,"07",9.8165555367893
"4",2013-12-14,"08",17.9180108286883
"4",2013-12-14,"09",19.1889853796474
"4",2013-12-14,"10",20.2063006422985
"4",2013-12-14,"11",20.7677194318614
"4",2013-12-14,"12",14.7415952989927
"4",2013-12-14,"13",14.8873435421
"4",2013-12-14,"14",16.7880944966196
"4",2013-12-14,"15",16.7004057529856
"4",2013-12-14,"16",16.952449882427
"4",2013-12-14,"17",17.0670229209198
"4",2013-12-14,"18",16.3526569416058
"4",2013-12-14,"19",12.5323848639962
"4",2013-12-14,"20",12.0635435150659
"4",2013-12-14,"21",10.547760840586
"4",2013-12-14,"22",7.66534494663986
"5",2013-12-13,"23",4.30821313487857
"5",2013-12-14,"00",1.72030880450055
"5",2013-12-14,"01",1.97667855524724
"5",2013-12-14,"02",0.838394098902037
"5",2013-12-14,"03",0.346144870274625
"5",2013-12-14,"04",0.455539042282802
"5",2013-12-14,"05",1.15104311671649
"5",2013-12-14,"06",2.51938168325804
"5",2013-12-14,"07",9.11297510089813
"5",2013-12-14,"08",16.5384076705645
"5",2013-12-14,"09",17.8608603997231
"5",2013-12-14,"10",18.8470554241879
"5",2013-12-14,"11",19.3430518986016
"5",2013-12-14,"12",13.7540503977551
"5",2013-12-14,"13",13.9390602154135
"5",2013-12-14,"14",15.6445263930301
"5",2013-12-14,"15",15.5531249261273
"5",2013-12-14,"16",15.8369316981284
"5",2013-12-14,"17",15.8075288303533
"5",2013-12-14,"18",15.1986400600396
"5",2013-12-14,"19",11.6498059219587
"5",2013-12-14,"20",11.1539565086683
"5",2013-12-14,"21",9.65020226525285
"5",2013-12-14,"22",7.17370825872268
"6",2013-12-13,"23",5.13801061234591
"6",2013-12-14,"00",1.94079027355597
"6",2013-12-14,"01",2.25622223438328
"6",2013-12-14,"02",0.973100385155525
"6",2013-12-14,"03",0.387617005035686
"6",2013-12-14,"04",0.495466240355661
"6",2013-12-14,"05",1.33341692531403
"6",2013-12-14,"06",2.76767198390239
"6",2013-12-14,"07",10.5192681413108
"6",2013-12-14,"08",19.3558717917609
"6",2013-12-14,"09",20.742041060437
"6",2013-12-14,"10",21.8365169228002
"6",2013-12-14,"11",22.4860696019958
"6",2013-12-14,"12",15.7259018875023
"6",2013-12-14,"13",16.0665377457127
"6",2013-12-14,"14",18.2254837571843
"6",2013-12-14,"15",18.1519460887872
"6",2013-12-14,"16",18.7628813473919
"6",2013-12-14,"17",18.5287421003127
"6",2013-12-14,"18",17.9319417644791
