125,1.4819722128218413
126,4.266707091466226
127,12.868750629913832
128,13.400913524269525
129,16.518881212299892
130,11.705222080083482
131,11.247049302092845
132,11.255361322780374
133,11.552169329010006
134,11.058588211523794
135,11.701426696729078
136,13.401054470236467
137,13.208853022902003
138,11.433959692928527
139,8.468314419712254
140,6.603362902648567
141,5.056727938023627
142,3.6678600031966284
143,1.8799269016598508
144,1.4207130286415566
145,1.2782756442672698
146,1.1052838824118794
147,1.1600190207156775
148,1.2499070825039478
149,2.3970649751318263
150,5.1415390021989955
151,13.711037494218946
152,14.21689244908789
153,17.313593992005302
154,12.482744272582583
155,12.010675403554847
156,12.007754454490158
157,12.29548223743129
158,11.794561079262357
159,12.431466208479332
160,14.126297726106714
161,13.93021920304785
162,12.152191820899342
163,9.184013122046318
164,7.317013698598662
165,5.768723299333499
166,4.3785171862237915
