square_id,activity_date,activity_hour,total_activity
,,,
1.0,2013-11-01,0.0,2.3183586492
1.0,2013-11-01,1.0,0.879857571
1.0,2013-11-01,2.0,2.0757160953000002
1.0,2013-11-01,3.0,0.8971439431
1.0,2013-11-01,4.0,0.5743615238
1.0,2013-11-01,5.0,0.7055874162000001
1.0,2013-11-01,6.0,1.8615709834
1.0,2013-11-01,7.0,7.539213642000001
1.0,2013-11-01,8.0,12.608291149300001
1.0,2013-11-01,9.0,19.024829541099997
1.0,2013-11-01,10.0,17.8856180133
1.0,2013-11-01,11.0,16.4113331925
1.0,2013-11-01,12.0,13.8804597661
1.0,2013-11-01,13.0,13.1944368453
1.0,2013-11-01,14.0,11.661791456600001
1.0,2013-11-01,15.0,13.6087411968
1.0,2013-11-01,16.0,13.537295408
1.0,2013-11-01,17.0,15.494882591400001
1.0,2013-11-01,18.0,12.6404690199
1.0,2013-11-01,19.0,11.920434303099999
1.0,2013-11-01,20.0,9.4272807492
1.0,2013-11-01,21.0,6.749783230299999
1.0,2013-11-01,22.0,4.8425596273
,,,
2.0,2013-11-01,0.0,2.3377604948
2.0,2013-11-01,1.0,0.8833856342
2.0,2013-11-01,2.0,2.0818414136000003
2.0,2013-11-01,3.0,0.9081434934
2.0,2013-11-01,4.0,0.5843351834
2.0,2013-11-01,5.0,0.7200825015000001
2.0,2013-11-01,6.0,1.8813581636
2.0,2013-11-01,7.0,7.6043827248
2.0,2013-11-01,8.0,12.7491434437
2.0,2013-11-01,9.0,19.350837596199998
2.0,2013-11-01,10.0,18.1416227884
2.0,2013-11-01,11.0,16.652297408699997
2.0,2013-11-01,12.0,14.0682553188
2.0,2013-11-01,13.0,13.3873293235
2.0,2013-11-01,14.0,11.880241124600001
2.0,2013-11-01,15.0,13.8137241724
2.0,2013-11-01,16.0,13.701713163099999
2.0,2013-11-01,17.0,15.7716654069
2.0,2013-11-01,18.0,12.875337943900002
2.0,2013-11-01,19.0,12.1424445625
2.0,2013-11-01,20.0,9.5997129627
2.0,2013-11-01,21.0,6.8760353482
2.0,2013-11-01,22.0,4.9742940051
,,,
3.0,2013-11-01,0.0,2.3584129918
3.0,2013-11-01,1.0,0.887141118
3.0,2013-11-01,2.0,2.0883615725999998
3.0,2013-11-01,3.0,0.9198520795999999
3.0,2013-11-01,4.0,0.5949517494
3.0,2013-11-01,5.0,0.7355119464000001
3.0,2013-11-01,6.0,1.9024208341
3.0,2013-11-01,7.0,7.6737526353
3.0,2013-11-01,8.0,12.8990751391
