"square_id","activity_date","activity_hour","total_activity"
"1",2013-10-31,"23",4.21025418694838
"1",2013-11-01,"00",2.31835864919313
"1",2013-11-01,"01",0.879857570995956
"1",2013-11-01,"02",2.07571609527565
"1",2013-11-01,"03",0.897143943105046
"1",2013-11-01,"04",0.57436152377501
"1",2013-11-01,"05",0.705587416216743
"1",2013-11-01,"06",1.86157098344756
"1",2013-11-01,"07",7.5392136419973
"1",2013-11-01,"08",12.6082911493108
"1",2013-11-01,"09",19.0248295410812
"1",2013-11-01,"10",17.8856180133443
"1",2013-11-01,"11",16.4113331924905
"1",2013-11-01,"12",13.8804597660565
"1",2013-11-01,"13",13.194436845349
"1",2013-11-01,"14",11.6617914565589
"1",2013-11-01,"15",13.6087411968165
"1",2013-11-01,"16",13.5372954080409
"1",2013-11-01,"17",15.4948825913744
"1",2013-11-01,"18",12.6404690199198
"1",2013-11-01,"19",11.9204343030536
"1",2013-11-01,"20",9.42728074918723
"1",2013-11-01,"21",6.74978323028778
"1",2013-11-01,"22",4.84255962727354
"2",2013-10-31,"23",4.21968487510462
"2",2013-11-01,"00",2.33776049476586
"2",2013-11-01,"01",0.883385634222359
"2",2013-11-01,"02",2.08184141355809
"2",2013-11-01,"03",0.908143493419432
"2",2013-11-01,"04",0.584335183363985
"2",2013-11-01,"05",0.720082501515023
"2",2013-11-01,"06",1.88135816358544
"2",2013-11-01,"07",7.60438272478574
"2",2013-11-01,"08",12.749143443737
"2",2013-11-01,"09",19.3508375962362
"2",2013-11-01,"10",18.1416227884389
"2",2013-11-01,"11",16.6522974086816
"2",2013-11-01,"12",14.0682553187739
"2",2013-11-01,"13",13.3873293234509
"2",2013-11-01,"14",11.880241124586
"2",2013-11-01,"15",13.8137241724433
"2",2013-11-01,"16",13.7017131630814
"2",2013-11-01,"17",15.7716654069172
"2",2013-11-01,"18",12.8753379438985
"2",2013-11-01,"19",12.1424445625496
"2",2013-11-01,"20",9.5997129627485
"2",2013-11-01,"21",6.87603534817064
"2",2013-11-01,"22",4.9742940051061
"3",2013-10-31,"23",4.22972346957151
"3",2013-11-01,"00",2.35841299184638
"3",2013-11-01,"01",0.887141117957657
"3",2013-11-01,"02",2.08836157255385
"3",2013-11-01,"03",0.919852079589923
"3",2013-11-01,"04",0.594951749441229
"3",2013-11-01,"05",0.735511946393469
"3",2013-11-01,"06",1.90242083406684
"3",2013-11-01,"07",7.67375263534311
"3",2013-11-01,"08",12.8990751390757
"3",2013-11-01,"09",19.69786027416
"3",2013-11-01,"10",18.4141297440489
"3",2013-11-01,"11",16.9087942843391
"3",2013-11-01,"12",14.2681562555013
"3",2013-11-01,"13",13.5926557356173
"3",2013-11-01,"14",12.1127721543923
"3",2013-11-01,"15",14.031920440928
"3",2013-11-01,"16",13.8767293590011
"3",2013-11-01,"17",16.0662897646109
"3",2013-11-01,"18",13.125346622124
"3",2013-11-01,"19",12.3787657011186
"3",2013-11-01,"20",9.78326023271371
"3",2013-11-01,"21",7.01042573315803
"3",2013-11-01,"22",5.11452003893325
"4",2013-10-31,"23",4.18293802872298
"4",2013-11-01,"00",2.26216085378846
"4",2013-11-01,"01",0.869638472270074
"4",2013-11-01,"02",2.05797400046644
"4",2013-11-01,"03",0.865283547361051
"4",2013-11-01,"04",0.545472639008056
"4",2013-11-01,"05",0.66360214038759
"4",2013-11-01,"06",1.80425705952958
"4",2013-11-01,"07",7.35045021907834
"4",2013-11-01,"08",12.2003099397521
"4",2013-11-01,"09",18.080541333282
"4",2013-11-01,"10",17.1440955679951
"4",2013-11-01,"11",15.7133759970996
"4",2013-11-01,"12",13.3365065627412
"4",2013-11-01,"13",12.6357203057893
"4",2013-11-01,"14",11.0290480557322
"4",2013-11-01,"15",13.0150043132543
"4",2013-11-01,"16",13.0610564170632
"4",2013-11-01,"17",14.6931761773585
"4",2013-11-01,"18",11.9601669482851
"4",2013-11-01,"19",11.2773775848603
"4",2013-11-01,"20",8.92782773464991
"4",2013-11-01,"21",6.38409169524342
"4",2013-11-01,"22",4.46098862747139
"5",2013-10-31,"23",3.79958988864381
"5",2013-11-01,"00",2.06137714094154
"5",2013-11-01,"01",0.807929954042598
"5",2013-11-01,"02",1.81592982310035
